650000,84.0,3.0,"Bogenhausen, München",7738.10,Bogenhausen,48.1547823,11.6334838,0
495000,75.0,2.5,"Waldperlacher Straße 10, Perlach, München",6600.00,Perlach,48.1000997,11.6306502,0
599000,99.26,4.0,"Unterhaching, München (Kreis)",6034.66,Unterhaching,48.0662249,11.6102245,0
4900000,333.0,6.0,"Bogenhausen, München",14714.71,Bogenhausen,48.1547823,11.6334838,1
4900000,333.0,6.0,"Bogenhausen, München",14714.71,Bogenhausen,48.1547823,11.6334838,1
599000,66.0,2.0,"Bogenhausen, München",9075.76,Bogenhausen,48.1547823,11.6334838,0
2490000,143.0,3.0,"Müllerstrasse 7, Altstadt, München",17412.59,Altstadt,48.1378285,11.5745823,0
1690000,85.0,2.0,"Altstadt, München",19882.35,Altstadt,48.1378285,11.5745823,0
890000,150.0,4.0,"Lautererstraße 5, Harlaching, München",5933.33,Harlaching,48.0882932,11.5650783,0
1350000,116.53,3.0,"Bogenhausen, München",11585.00,Bogenhausen,48.1547823,11.6334838,0
995000,89.0,4.0,"Lehel, München",11179.78,Lehel,48.1387124,11.5887948,0
409000,49.87,2.0,"Bogenhausen, München",8201.32,Bogenhausen,48.1547823,11.6334838,0
399000,75.0,3.0,"Unterhaching, München (Kreis)",5320.00,Unterhaching,48.0662249,11.6102245,0
770000,93.0,3.0,"Perlach, München",8279.57,Perlach,48.1000997,11.6306502,0
580000,104.0,3.0,"Perlach, München",5576.92,Perlach,48.1000997,11.6306502,0
475000,87.0,4.0,"Unterhaching, München (Kreis)",5459.77,Unterhaching,48.0662249,11.6102245,0
915000,116.16,4.0,"Heimdallstraße 12, Perlach, München",7877.07,Perlach,48.1000997,11.6306502,1
915000,116.16,4.0,"Heimdallstraße 12, Perlach, München",7877.07,Perlach,48.1000997,11.6306502,1
549000,92.0,3.5,"Sendling, München",5967.39,Sendling,48.1180125,11.5390832,0
1077800,101.12,4.0,"Lenggrieser Str. 17, Sendling, München",10658.62,Sendling,48.1180125,11.5390832,0
2500000,201.0,5.0,"Ludwigsvorstadt-Isarvorstadt, München",12437.81,Ludwigsvorstadt-Isarvorstadt,48.1317712,11.5558087,0
1335000,136.0,4.0,"Asgardstr. 58, Bogenhausen, München",9816.18,Bogenhausen,48.1547823,11.6334838,0
444900,72.14,3.0,"Herzogstandstraße J, Trudering, München",6167.17,Trudering,48.1231749,11.6640782,1
451900,72.17,3.0,"Herzogstandstraße J, Trudering, München",6261.60,Trudering,48.1231749,11.6640782,1
225000,23.01,1.0,"Maxvorstadt, München",9778.36,Maxvorstadt,48.1465704,11.5714445,0
799000,99.0,3.0,"Harlaching, München",8070.71,Harlaching,48.0882932,11.5650783,0
1050000,120.0,4.5,"Ludwigsvorstadt-Isarvorstadt, München",8750.00,Ludwigsvorstadt-Isarvorstadt,48.1317712,11.5558087,0
1100000,138.0,5.0,"Harlaching, München",7971.01,Harlaching,48.0882932,11.5650783,0
1399900,135.59,2.5,"Wolfratshauser Straße 48, Thalkirchen, München",10324.51,Thalkirchen,48.1013214,11.5461667,1
1699900,162.35,3.0,"Wolfratshauser Straße 48, Thalkirchen, München",10470.59,Thalkirchen,48.1013214,11.5461667,1
449500,87.0,3.5,"Platanenstraße 5, Taufkirchen, München (Kreis)",5166.67,Taufkirchen,48.0459958,11.6151899,0
570000,101.0,2.5,"Bogenhausen, München",5643.56,Bogenhausen,48.1547823,11.6334838,0
